repeat,epoch,training_loss,training_accuracy,quantum_gradient_norm,head_gradient_norm
0,68,0.43476521989529693,0.8988095238095238,0.031850334378280894,0.04854366688227713
0,69,0.43067212660046833,0.9107142857142857,0.030166780368834505,0.049310057018380156
0,70,0.42686979095150884,0.9166666666666666,0.0353588584380724,0.050830873568440425
0,71,0.42316824506872014,0.9226190476190477,0.03645207291301193,0.05023347618740865
0,72,0.4195245633643167,0.9166666666666666,0.037948791464084676,0.048559170143507295
0,73,0.4158869858116106,0.9166666666666666,0.038348718949694306,0.048139933473472916
0,74,0.41227425195804024,0.9285714285714286,0.04003583186777121,0.048477452158197404
0,75,0.4086881999164553,0.9345238095238095,0.03815199657722538,0.047802742148754906
0,76,0.40516403114061067,0.9345238095238095,0.03249530513126719,0.04651741786318199
0,77,0.4017602987835524,0.9345238095238095,0.02895760027925718,0.045971628707229525
0,78,0.3984954710422752,0.9345238095238095,0.025228928097885874,0.04591761871304183
0,79,0.3954123017673362,0.9345238095238095,0.022433848459575773,0.0453905091184298
0,80,0.39253761931769227,0.9345238095238095,0.021172993586535634,0.044508151142487955
1,1,0.6832498312213975,0.6071428571428571,0.16807284252265864,0.010015359688457832
1,2,0.6719450603474759,0.5654761904761905,0.03572875123417246,0.06037980665312021
1,3,0.6688433744578547,0.5476190476190477,0.05741563219288319,0.08504044093283959
1,4,0.6658259234355012,0.5535714285714286,0.07522589827063556,0.08985544492450676
1,5,0.6605778576325259,0.5476190476190477,0.06528481355389229,0.08105722076904269
1,6,0.6547122971342813,0.5238095238095238,0.043131832190805935,0.0668097347726821
1,7,0.6497280457380132,0.5833333333333334,0.028835872010877332,0.05249401428662003
1,8,0.6460328568756016,0.5952380952380952,0.04523733908211034,0.04197853988600905
1,9,0.6426674902414645,0.6309523809523809,0.06229438089443249,0.03768196241796489
1,10,0.6385439335046161,0.6369047619047619,0.06275624963411428,0.03796201171303748
1,11,0.6337402515772916,0.6309523809523809,0.04637798357480521,0.03999450301499495
1,12,0.6291678805459316,0.625,0.02367861857945796,0.04245420640047375
1,13,0.6254690157344053,0.6369047619047619,0.02630309272079245,0.04458879130628188
1,14,0.6223726672078993,0.6130952380952381,0.04349489049524934,0.04535076987091884
1,15,0.6191321549898375,0.6071428571428571,0.049494067480141596,0.044123309151049936
1,16,0.6154665088526664,0.6666666666666666,0.04016150056829712,0.041946469826423374
1,17,0.6118469472118074,0.6845238095238095,0.019290255537892594,0.041425695872037434
1,18,0.6088661174687469,0.7083333333333334,0.02264980561129259,0.04414999783316079
1,19,0.6063135280478494,0.6964285714285714,0.04413422419330694,0.04803790229230379
1,20,0.6033626176675713,0.7261904761904762,0.04780831815628054,0.04968395700697837
1,21,0.5998622907427786,0.7202380952380952,0.031291226689649856,0.047943194392298036
1,22,0.5964677965239481,0.7142857142857143,0.019607755906708952,0.04436633732526181
1,23,0.59344116939647,0.7023809523809523,0.03756397488801422,0.041445560631154364
1,24,0.5902683166489593,0.6964285714285714,0.04372161914663071,0.040328612320898675
1,25,0.5867592582791985,0.6964285714285714,0.02840826184306602,0.040878002498624895
1,26,0.5834797110804941,0.7321428571428571,0.01616272997442606,0.04288425886944366
1,27,0.5806430473024112,0.7321428571428571,0.03864517741252902,0.04505215174212556
1,28,0.5776550043209727,0.7261904761904762,0.042149210121075587,0.04515223544972978
1,29,0.5744621838617873,0.7261904761904762,0.021547161139793047,0.042898457582263176
1,30,0.5716737794667761,0.7440476190476191,0.02000220339310433,0.04032859866054651
1,31,0.5691357013912853,0.7440476190476191,0.033742407818383315,0.03921217004091027
1,32,0.5663948739148049,0.7321428571428571,0.02442405454808498,0.03985658218250364
1,33,0.5638010348892154,0.7142857142857143,0.016115416539268557,0.041983648351790054
1,34,0.5615183633745228,0.7142857142857143,0.03241947948342909,0.04387657167549195
1,35,0.5589958981657126,0.7083333333333334,0.027761696526794107,0.04340454315569345
1,36,0.5563646833190415,0.7261904761904762,0.014558029799080078,0.04108526736947093
1,37,0.5539939345914037,0.7321428571428571,0.030008634741951434,0.03916575165040957
1,38,0.5515285045835774,0.7261904761904762,0.029202320098264425,0.03891775722537588
1,39,0.548977842335539,0.7142857142857143,0.011109309510651089,0.04014105725327503
1,40,0.5466969828627158,0.7321428571428571,0.024100679578509705,0.04129709619862267
1,41,0.5443961383152369,0.7261904761904762,0.024829056311283064,0.04035953012875303
1,42,0.542072543731862,0.7261904761904762,0.009303129506306539,0.037690290592915225
1,43,0.5400290588208839,0.7619047619047619,0.025777828843575226,0.03566354852025302
1,44,0.5379717872518711,0.7559523809523809,0.024062382233731274,0.03524235224750213
1,45,0.5359338625360759,0.7678571428571429,0.013329585161442507,0.03600494278305605
1,46,0.5340626847589137,0.7738095238095238,0.026812964979592003,0.036452255770636134
1,47,0.532071097292268,0.7916666666666666,0.015550327450078501,0.035113817420966045
1,48,0.5302099039636401,0.7797619047619048,0.020878677205190044,0.03369995938468845
1,49,0.5283904497036686,0.7678571428571429,0.021981276984733348,0.03342641304278045
1,50,0.5265891942804388,0.7916666666666666,0.01031444574855131,0.03380432003256654
1,51,0.5249434292020987,0.7976190476190477,0.024606994889992836,0.03394754117415647
1,52,0.5232187565061627,0.7976190476190477,0.006240284597230452,0.0332106807435439
1,53,0.5215996821656035,0.7916666666666666,0.023351542135935762,0.03304540270275872
1,54,0.519824868346928,0.7916666666666666,0.008725395516572558,0.03292527002670098
1,55,0.518083523977545,0.7976190476190477,0.025233019314304907,0.03300760450152846
1,56,0.5161840387836772,0.7976190476190477,0.008725932191352436,0.03266295467382705
1,57,0.514328045034292,0.8035714285714286,0.021002635441309293,0.0325968446862949
1,58,0.5123793871897468,0.8095238095238095,0.008659262226612806,0.032475215811157636
1,59,0.5105002614301207,0.7976190476190477,0.02325892203240816,0.03269446549445063
1,60,0.5085316815483254,0.8095238095238095,0.013515205138780774,0.03236288219411256
1,61,0.5065699326208878,0.8392857142857143,0.02234889676683237,0.032278690967666286
1,62,0.5044896816176166,0.8392857142857143,0.019403932017513576,0.032577388725624774
1,63,0.5023399811145985,0.8392857142857143,0.0231769052849685,0.032710210594789735
1,64,0.5000791152058601,0.8452380952380952,0.022053626792782055,0.03233803807306529
1,65,0.4977353068135787,0.8392857142857143,0.02099556152396555,0.03232033504344037
1,66,0.49534865260035094,0.8273809523809523,0.028788338325168642,0.032468298984512034
1,67,0.49284232964016,0.8452380952380952,0.02334539747621183,0.03194363090458641
1,68,0.49030616078519235,0.8273809523809523,0.024628013162171006,0.031530088890142555
1,69,0.48775631930761937,0.8035714285714286,0.029037229537536152,0.031125922774174447
1,70,0.4852191796448947,0.7916666666666666,0.023847290192764322,0.030463814903900696
1,71,0.4827784132651563,0.7976190476190477,0.021043724805235493,0.029890710513071517
1,72,0.4804691967269581,0.7916666666666666,0.02442109059650953,0.029095674944310174
1,73,0.4783128771386299,0.8035714285714286,0.014377790226713897,0.028339772822502843
1,74,0.47638516250146984,0.8035714285714286,0.01247705822116275,0.027565858186306403
1,75,0.474656890335311,0.7916666666666666,0.0221981704118666,0.026973391754791527
1,76,0.4730317988341237,0.8035714285714286,0.018151679137731205,0.026185239763892254
1,77,0.47152725077311614,0.7916666666666666,0.03098384591910334,0.026245932373386488
1,78,0.47012160854466484,0.8035714285714286,0.03318466237597537,0.025229703355244718
1,79,0.4688668215934481,0.7916666666666666,0.0417638686293934,0.02611505216985412
1,80,0.4676043045097035,0.8095238095238095,0.0482402929394167,0.024570121182837582
2,1,0.7461756161516305,0.48214285714285715,0.23350472890833074,0.1649739138837323
2,2,0.7109487407940543,0.5,0.1850664057775236,0.085325451770108
2,3,0.6900341582443565,0.6190476190476191,0.09160400839641789,0.0158752396272321
2,4,0.6852164118309851,0.5892857142857143,0.02207635315063769,0.05063424142003855
2,5,0.6896066581789885,0.5178571428571429,0.08398115250920091,0.08837714417895323
2,6,0.6935706398658462,0.5,0.11180456678454824,0.10692954754381426
2,7,0.6933128659254971,0.5,0.11309001128032127,0.11008362073461347
2,8,0.6895482411888469,0.5119047619047619,0.09937773679589273,0.10251416690756857
2,9,0.6842032782979454,0.5119047619047619,0.07669767398265649,0.088337234194021
2,10,0.679049060591167,0.5357142857142857,0.048978346121038255,0.07096325161729755
2,11,0.6752299005472591,0.5357142857142857,0.021111602630903656,0.05314061782413838
2,12,0.6731276241833042,0.5833333333333334,0.01712385991273943,0.03714805096432904
2,13,0.6724580409025115,0.6071428571428571,0.038813222324350444,0.025452222112243857
2,14,0.672540830919503,0.6130952380952381,0.057432304207782656,0.02098328966822266
2,15,0.6726241861275852,0.6130952380952381,0.07019662921629721,0.023106679924226017
2,16,0.672133895221476,0.6071428571428571,0.07687195308925925,0.02716546299933411
2,17,0.6707850568182899,0.6071428571428571,0.07772491416589125,0.03060897163959671
2,18,0.6685787930703292,0.6130952380952381,0.07317302987227595,0.033050953410697845
2,19,0.665737564526881,0.625,0.06376251273779053,0.03483942181467316
2,20,0.6626157531986984,0.6190476190476191,0.05031036074980179,0.036401269641578006
2,21,0.6595964813942147,0.625,0.0341594494490584,0.03802935445425232
2,22,0.6569797628317492,0.6190476190476191,0.018017910742213577,0.039862902211121175
2,23,0.6548853892228695,0.6130952380952381,0.01277712270765249,0.041864483692483856
2,24,0.6532126877115831,0.5892857142857143,0.02441770193892396,0.043761941843410326
2,25,0.6516866349591177,0.5892857142857143,0.03677129636193387,0.04510592126457728
2,26,0.6499752394403279,0.5714285714285714,0.04575737833667132,0.04551282336317858
2,27,0.6478255729589232,0.5952380952380952,0.05019442251982269,0.04496259947104247
2,28,0.645166051244632,0.5952380952380952,0.04935532954169506,0.04398582855745806
2,29,0.6421429888621499,0.6785714285714286,0.04290558296804148,0.04359931495556503
2,30,0.6390666875883744,0.6785714285714286,0.03174585073473321,0.044802792091187975
2,31,0.6362432207027245,0.6845238095238095,0.02100291692419114,0.0477469264540308
2,32,0.6337324745267935,0.7202380952380952,0.023468135617991544,0.051403039523069155
2,33,0.6312497177827368,0.7321428571428571,0.03505891720162094,0.05424449304936637
2,34,0.628401834864491,0.7261904761904762,0.04315157087451144,0.055186663445160176
2,35,0.6250227022344756,0.7261904761904762,0.04302575149052614,0.0539701201810073
2,36,0.6212996472406759,0.7202380952380952,0.034005172615984146,0.05114208747548568
2,37,0.6176446988322385,0.7321428571428571,0.01960899182208872,0.047911800843761516
2,38,0.6143885776119201,0.7321428571428571,0.015856615063952074,0.04565214214739132
2,39,0.6114943126233361,0.7142857142857143,0.028752210757602113,0.04491222980872553
2,40,0.6085911196516882,0.7083333333333334,0.037587187153042816,0.044982056559386425
2,41,0.6053886645277937,0.7083333333333334,0.03646494880383173,0.044995748568654084
2,42,0.6020158866386371,0.7380952380952381,0.02703418871037774,0.04509875852400294
2,43,0.5988723352539924,0.7440476190476191,0.022237889898345277,0.046112159463382686
2,44,0.5961464758597902,0.7738095238095238,0.03382455903522363,0.04818558930553115
2,45,0.5935423734846953,0.7857142857142857,0.044463555252978564,0.05021264550725849
2,46,0.5906121526868299,0.7976190476190477,0.04335207589255015,0.05085072621074485
2,47,0.5873014609873201,0.7916666666666666,0.03078427723981726,0.04976663285246511
2,48,0.5839445490523709,0.7916666666666666,0.019695548936455583,0.04781641016699702
2,49,0.5807585712426289,0.8035714285714286,0.027606510610654014,0.04617859960795391
2,50,0.5776057189935823,0.8214285714285714,0.036045897864868844,0.04533007492557688
2,51,0.5743124285815366,0.8154761904761905,0.03493478658696028,0.04504858141161128
2,52,0.5709351293517214,0.8095238095238095,0.02952471845146559,0.04513468229399254
2,53,0.5675445650178124,0.8154761904761905,0.03166446551962045,0.04546953540839116
2,54,0.5639769041809041,0.8214285714285714,0.03778964791595995,0.045610080456568274
2,55,0.5600479879979361,0.8035714285714286,0.037306788418484484,0.04517281453653195
2,56,0.5558906962691416,0.8035714285714286,0.03304201194222483,0.044534984391979705
2,57,0.5517485854082707,0.8095238095238095,0.035089255456458676,0.04429944561624389
2,58,0.5476036748999862,0.7976190476190477,0.037679919510591804,0.044215909213915605
2,59,0.5434367754243786,0.8035714285714286,0.03470171723693662,0.04385996630895965
2,60,0.5394993888442536,0.7857142857142857,0.038503081527722166,0.04364810873420179
2,61,0.5358322171728659,0.7797619047619048,0.04601609879413912,0.043549202171202506
2,62,0.5322067618620125,0.7976190476190477,0.03964760899297084,0.042762693552197875
2,63,0.5287191769669194,0.8154761904761905,0.03001886449885572,0.04173577598517422
2,64,0.5253382106923205,0.8214285714285714,0.026437689388410776,0.04102437985123512
2,65,0.5220263207751731,0.8214285714285714,0.01981171696291576,0.041008207688681755
2,66,0.5190912126426922,0.8273809523809523,0.02640695441279146,0.04203100719977626
2,67,0.5163976113137263,0.8392857142857143,0.021098524322130167,0.04158908797367282
2,68,0.5139571861337362,0.8392857142857143,0.018917322704714013,0.039526740035670395
2,69,0.5117503185600765,0.8452380952380952,0.02913997416675159,0.038338361718461875
2,70,0.5094619526478954,0.8452380952380952,0.026429889115459643,0.03875424508062342
2,71,0.5071633299539817,0.8452380952380952,0.031000463114636237,0.03960373807849869
2,72,0.5047010744498722,0.8452380952380952,0.02955533668886562,0.03809616307996749
2,73,0.5022316432683194,0.8511904761904762,0.030822298128094623,0.03619251394635408
2,74,0.4996381772083006,0.8511904761904762,0.029467521600311946,0.0361064578957219
2,75,0.49698280878551526,0.8333333333333334,0.03379706128291926,0.03685693299089199
2,76,0.4941721465336466,0.8154761904761905,0.031860767872597805,0.03576447336712349
2,77,0.4912491792128464,0.8154761904761905,0.03832043235008905,0.034627901484499485
2,78,0.487985462507851,0.8154761904761905,0.040071042822790406,0.034725482292914646
2,79,0.4842969431434212,0.8154761904761905,0.04472988235872835,0.0353070887519615
2,80,0.4799714709047661,0.8214285714285714,0.04871391606179278,0.034705257488541724
